prediction_track_ranking,ranking_quantile,ranking_quintile,ranking_decile,ranking_vigintile,exp_calibration_error,max_calibration_error,macro_precision,macro_recall,macro_f1,n_entries,accuracy_top1,accuracy_top5,accuracy_top10,accuracy_top20,X80,X90,X95,X99
261,0.8729096989966555,5,9,18,0.130981890627361,0.564101862536088,0.26286980060625814,0.13244855208192544,0.3303967665149253,1,0.1354065721081843,0.2735441811294159,0.336269932164567,0.4148533168883799,439,734,801,1061
262,0.8762541806020067,5,9,18,0.137799556829976,0.92459788780653,0.26259553210114295,0.1427478289760204,0.330605491573045,1,0.14219011540833407,0.274072768919038,0.336269932164567,0.42005109681966346,434,754,808,1067
263,0.8795986622073578,5,9,18,0.0724507309462602,0.13898302890625,0.2689643191913764,0.010873943299480646,0.3212534972384534,1,0.14280680116289313,0.2763633160074002,0.3339793850762047,0.407012598008986,251,522,890,1247
264,0.882943143812709,5,9,18,0.13598772747912,0.907056658197829,0.25859866639118717,0.1411319980967168,0.322832995150634,9,0.14042815610959386,0.2709012421813056,0.33160074002290546,0.4111532023610255,440,726,792,1051
265,0.8862876254180602,5,9,18,0.145887206727738,0.864397254262677,0.2459338280091462,0.1472408884037136,0.3079912432075073,1,0.15011893225266495,0.2716941238657387,0.3268434499163069,0.4166152761871201,483,799,844,1091
266,0.8896321070234113,5,9,18,0.20097844329113,0.634276839087464,0.29616641121458726,0.02308693277633854,0.35283477872754976,3,0.17725310545326403,0.29424720288961326,0.32261474759933045,0.33952955686723635,1314,1314,1314,1314
267,0.8929765886287625,5,9,18,0.0900922404804477,0.813433708015096,0.17541029550309808,0.042486213600822206,0.28696501013324643,2,0.14888556074354684,0.2718703197956127,0.3222623557395824,0.3834023434058673,375,821,1314,1314
268,0.8963210702341137,5,9,18,0.126942005109682,0.9021875,0.2503478090716952,0.12812233155084776,0.3300665553943576,1,0.1221918773676328,0.23407629283763545,0.32155757202008634,0.41265086776495463,305,578,778,1060
269,0.8996655518394648,5,9,18,0.143316394187985,0.903303271352029,0.2247092950055693,0.011058055128594532,0.33780451432912684,1,0.12430622852612104,0.25627698000176197,0.31635979208880277,0.38613338031891464,258,476,668,1202
270,0.903010033444816,5,10,19,0.640973774645406,0.791216322727273,0.18224464391874906,0.2028264506562449,0.3450139654758364,3,0.2009514580213197,0.29891639503127476,0.30913575896396794,0.32279094352920445,1314,1314,1314,1314
271,0.9063545150501672,5,10,19,0.733856047925293,0.733856047925293,0.2616932543132508,0.19161990083703662,0.3846352227260697,2,0.2661439520747071,0.2661439520747071,0.2661439520747071,0.2661439520747071,1314,1314,1314,1314
272,0.9096989966555183,5,10,19,0.094969900283230907,0.762028077951338,0.38176242995530835,0.00825100054307219,0.45461370320048455,2,0.12360144480662497,0.2187472469385957,0.265527266320148,0.3233195313188265,590,884,1075,1314
273,0.9130434782608695,5,10,19,0.0742733225743058,0.38052552611001,0.346944364836168,0.0020370430834649924,0.18567986210834078,2,0.08016914809267905,0.1903797022288785,0.2424455995066514,0.29935688485595985,425,634,813,1128
274,0.9163879598662207,5,10,19,0.0554575306140428,0.97525,0.3795353348425949,0.0027118527766461613,0.49968039211066734,1,0.09946260241388424,0.20244912342524887,0.24200510968196634,0.29671394590784955,443,689,873,1152
275,0.919732441471572,5,10,19,0.0679919176871064,0.21441148135022,0.5212466596410291,0.007514486773267291,0.6584191780962416,2,0.15355475288520834,0.18368425689366574,0.20826358911109152,0.24826006519249405,800,1081,1244,1303
276,0.9230769230769231,5,10,19,0.915107688791109,0.924877283034883,0.2760797034691836,0.007720322231011152,0.22629756318559266,1,0.07285701700290723,0.14826887498898775,0.19769183331865034,0.2767157078671483,464,1307,1314,1314
277,0.9264214046822743,5,10,19,0.835484336181834,0.840401712328767,0.1741397320599563,0.012749488252386214,0.407258078468006,1,0.15672627962294072,0.19496079640560304,0.19769183331865034,0.19883710686283146,1314,1314,1314,1314
278,0.9297658862876255,5,10,19,0.928288256541274,0.928288256541274,0.029949955481870377,0.001177648330701717,0.08401763187633293,1,0.07171174345872611,0.13249933926526297,0.19064399612368954,0.25090300414060435,641,951,1092,1238
279,0.9331103678929766,5,10,19,0.0560764705601848,0.0560764705601848,0.07541185798608052,7.6103500761035e-4,0.14024739903334152,1,0.07541185798608052,0.11778697912078231,0.15152849969165713,0.20808739318121752,808,1088,1252,1309
280,0.9364548494983278,5,10,19,0.0560764705601845,0.0560764705601845,0.07541185798608052,7.6103500761035e-4,0.14024739903334152,1,0.07541185798608052,0.11778697912078231,0.15152849969165713,0.20808739318121752,808,1088,1252,1309
281,0.939799331103679,5,10,19,0.707920021093128,0.922544582904105,0.23751100336140915,0.009738592720478128,0.20365536567274414,1,0.046163333626993215,0.08730508325257687,0.1310016738613338,0.1805127301559334,1308,1314,1314,1314
282,0.9431438127090301,5,10,19,0.0754118579555674,0.0754118579555674,0.07541185798608052,7.6103500761035e-4,0.14024739903334152,1,0.07541185798608052,0.10307461897630164,0.12280856312219188,0.12809444101841247,953,1133,1225,1298
283,0.9464882943143813,5,10,19,0.125054624835774,0.905459503724395,0.0025414077830729098,0.0016648707542513625,0.08060899537746828,1,0.051184917628402785,0.10430799048541979,0.11117963175050656,0.14307109505770416,970,1162,1245,1306
284,0.9498327759197325,5,10,19,0.424588142013919,0.424588142013919,0.07541185798608052,7.6103500761035e-4,0.14024739903334152,1,0.07541185798608052,0.09981499427363227,0.09981499427363227,0.09981499427363227,1314,1314,1314,1314
285,0.9531772575250836,5,10,20,0.883414966577394,0.95033591792582806,0.028099563251649026,0.0018291033090502425,0.086072661195398,2,0.0389393005021584,0.0866883974980178,0.09629107567615187,0.10994626024138843,1314,1314,1314,1314
286,0.9565217391304348,5,10,20,0.792707942502451,0.965593474528505,0.003403606493712755,0.001198279110287851,0.053238394811143355,2,0.016914809267905912,0.0584089507532376,0.08422165447978151,0.106158047749097,936,1129,1220,1296
287,0.959866220735786,5,10,20,0.924107207786186,0.9244638997162,0.10915776747934716,7.79596837064261e-4,0.09099726775956285,2,0.07549995595101754,0.07585234781076557,0.07594044577570258,0.0761166417055766,1314,1314,1314,1314
288,0.9632107023411371,5,10,20,0.924588142013919,0.924588142013919,0.07541185798608052,7.6103500761035e-4,0.14024739903334152,1,0.07541185798608052,0.07541185798608052,0.07541185798608052,0.07541185798608052,1314,1314,1314,1314
289,0.9665551839464883,5,10,20,0.924588142013919,0.924588142013919,0.07541185798608052,7.6103500761035e-4,0.14024739903334152,4,0.07541185798608052,0.07541185798608052,0.07541185798608052,0.07541185798608052,1314,1314,1314,1314
290,0.9698996655518395,5,10,20,0.959819085531023,0.964828693876936,0.03870082127863677,0.004779624754659843,0.15625635731923515,1,0.03471059818518192,0.0504801339089067,0.061492379526032946,0.079640560303057,1314,1314,1314,1314
291,0.9732441471571907,5,10,20,0.523906873705093,0.998639807233479,9.285725267460427e-4,9.570051252148712e-4,0.05568773621376236,1,0.0010571755792441195,0.004052506387102458,0.005638269755968637,0.008985992423575015,1314,1314,1314,1314
292,0.9765886287625418,5,10,20,0.323070617283411,0.956723336199262,5.848956287850732e-4,0.0014072741622208897,0.016938431719117644,1,7.928816844330896e-4,0.002026253193551229,0.003876310457228438,0.008281208704078936,1314,1314,1314,1314
293,0.979933110367893,5,10,20,0.562356337390035,0.983838618552943,8.451495809114514e-7,5.073566717402334e-4,0.002,1,1.761959298740199e-4,0.001761959298740199,0.0029072328429213287,0.006519249405338737,1314,1314,1314,1314
294,0.9832775919732442,5,10,20,5.2858778962206e-4,5.2858778962206e-4,5.285877896220598e-4,7.6103500761035e-4,0.0010566170643655894,1,0,0,0,0,1314,1314,1314,1314
295,0.9866220735785953,5,10,20,5.2858778962206e-4,5.2858778962206e-4,5.285877896220598e-4,7.6103500761035e-4,0.0010566170643655894,2,0,0,0,0,1314,1314,1314,1314
296,0.9899665551839465,5,10,20,5.2858778962206e-4,5.2858778962206e-4,5.285877896220598e-4,7.6103500761035e-4,0.0010566170643655894,1,0,0,0,0,1314,1314,1314,1314
297,0.9933110367892977,5,10,20,0.999383314245441,0.999383314245441,0.5000440722785368,0.0011247649744829439,0.19030312205321018,1,0,0,0,0,1314,1314,1314,1314
298,0.9966555183946488,5,10,20,0.999030922385693,0.999030922385693,0.20094316511513963,0.0018772196854388635,0.2512591326600348,1,0,0,0,0,1314,1314,1314,1314
299,1,5,10,20,5.2858778962206e-4,5.2858778962206e-4,5.285877896220598e-4,7.6103500761035e-4,0.0010566170643655894,1,0,0,0,0,1314,1314,1314,1314
