source,accuracy_top_n,n
GEAC (3rd place),0.9344551140868645,1006
GEAC (4th place),0.999559510175315,1006
GEAC Ensemble,0.9997357061051889,1006
Nielsen & Voigt (2018),0.9927759668751652,1006
Alley et al. (2020),0.9899568319971809,1007
"BLAST (Alley et al., corrected)",0.9521628050392036,1007
"BLAST (Alley et al., original)",0.9050303937979033,1007
BLAST (new),0.9521628050392036,1007
GEAC (1st place),0.9993833142454409,1007
GEAC (2nd place),0.9992071183155669,1007
GEAC (3rd place),0.9344551140868645,1007
GEAC (4th place),0.999559510175315,1007
GEAC Ensemble,0.9997357061051889,1007
Nielsen & Voigt (2018),0.9927759668751652,1007
Alley et al. (2020),0.9900449299621179,1008
"BLAST (Alley et al., corrected)",0.9521628050392036,1008
"BLAST (Alley et al., original)",0.9050303937979033,1008
BLAST (new),0.9521628050392036,1008
GEAC (1st place),0.9993833142454409,1008
GEAC (2nd place),0.9992071183155669,1008
GEAC (3rd place),0.9344551140868645,1008
GEAC (4th place),0.999559510175315,1008
GEAC Ensemble,0.9997357061051889,1008
Nielsen & Voigt (2018),0.9928640648401021,1008
Alley et al. (2020),0.9900449299621179,1009
"BLAST (Alley et al., corrected)",0.9521628050392036,1009
"BLAST (Alley et al., original)",0.9050303937979033,1009
BLAST (new),0.9521628050392036,1009
GEAC (1st place),0.9993833142454409,1009
GEAC (2nd place),0.9992071183155669,1009
GEAC (3rd place),0.9344551140868645,1009
GEAC (4th place),0.999559510175315,1009
GEAC Ensemble,0.9997357061051889,1009
Nielsen & Voigt (2018),0.9928640648401021,1009
Alley et al. (2020),0.9900449299621179,1010
"BLAST (Alley et al., corrected)",0.9521628050392036,1010
"BLAST (Alley et al., original)",0.9050303937979033,1010
BLAST (new),0.9521628050392036,1010
GEAC (1st place),0.9993833142454409,1010
GEAC (2nd place),0.9992071183155669,1010
GEAC (3rd place),0.9344551140868645,1010
GEAC (4th place),0.999559510175315,1010
GEAC Ensemble,0.9997357061051889,1010
Nielsen & Voigt (2018),0.9928640648401021,1010
Alley et al. (2020),0.9900449299621179,1011
"BLAST (Alley et al., corrected)",0.9521628050392036,1011
"BLAST (Alley et al., original)",0.9050303937979033,1011
BLAST (new),0.9521628050392036,1011
GEAC (1st place),0.9994714122103779,1011
GEAC (2nd place),0.9992071183155669,1011
GEAC (3rd place),0.9344551140868645,1011
GEAC (4th place),0.999559510175315,1011
GEAC Ensemble,0.9997357061051889,1011
Nielsen & Voigt (2018),0.9928640648401021,1011
Alley et al. (2020),0.9900449299621179,1012
"BLAST (Alley et al., corrected)",0.9521628050392036,1012
"BLAST (Alley et al., original)",0.9050303937979033,1012
BLAST (new),0.9521628050392036,1012
GEAC (1st place),0.9994714122103779,1012
GEAC (2nd place),0.9992071183155669,1012
GEAC (3rd place),0.9344551140868645,1012
GEAC (4th place),0.999559510175315,1012
GEAC Ensemble,0.9997357061051889,1012
Nielsen & Voigt (2018),0.9928640648401021,1012
Alley et al. (2020),0.9901330279270549,1013
"BLAST (Alley et al., corrected)",0.9521628050392036,1013
"BLAST (Alley et al., original)",0.9050303937979033,1013
BLAST (new),0.9521628050392036,1013
GEAC (1st place),0.9994714122103779,1013
GEAC (2nd place),0.9992071183155669,1013
GEAC (3rd place),0.9344551140868645,1013
GEAC (4th place),0.999559510175315,1013
GEAC Ensemble,0.9997357061051889,1013
Nielsen & Voigt (2018),0.9928640648401021,1013
Alley et al. (2020),0.9901330279270549,1014
"BLAST (Alley et al., corrected)",0.9521628050392036,1014
"BLAST (Alley et al., original)",0.9050303937979033,1014
BLAST (new),0.9521628050392036,1014
GEAC (1st place),0.9994714122103779,1014
GEAC (2nd place),0.9992071183155669,1014
GEAC (3rd place),0.9344551140868645,1014
GEAC (4th place),0.999559510175315,1014
GEAC Ensemble,0.9997357061051889,1014
Nielsen & Voigt (2018),0.9928640648401021,1014
Alley et al. (2020),0.9901330279270549,1015
"BLAST (Alley et al., corrected)",0.9521628050392036,1015
"BLAST (Alley et al., original)",0.9050303937979033,1015
BLAST (new),0.9521628050392036,1015
GEAC (1st place),0.9994714122103779,1015
GEAC (2nd place),0.9992071183155669,1015
GEAC (3rd place),0.9344551140868645,1015
GEAC (4th place),0.999559510175315,1015
GEAC Ensemble,0.9997357061051889,1015
Nielsen & Voigt (2018),0.9928640648401021,1015
Alley et al. (2020),0.9901330279270549,1016
"BLAST (Alley et al., corrected)",0.9521628050392036,1016
"BLAST (Alley et al., original)",0.9050303937979033,1016
BLAST (new),0.9521628050392036,1016
GEAC (1st place),0.9994714122103779,1016
GEAC (2nd place),0.9992071183155669,1016
GEAC (3rd place),0.9344551140868645,1016
GEAC (4th place),0.999559510175315,1016
GEAC Ensemble,0.9997357061051889,1016
Nielsen & Voigt (2018),0.9928640648401021,1016
Alley et al. (2020),0.9902211258919918,1017
"BLAST (Alley et al., corrected)",0.9521628050392036,1017
"BLAST (Alley et al., original)",0.9050303937979033,1017
BLAST (new),0.9521628050392036,1017
GEAC (1st place),0.999559510175315,1017
GEAC (2nd place),0.9992952162805039,1017
GEAC (3rd place),0.9344551140868645,1017
GEAC (4th place),0.999559510175315,1017
GEAC Ensemble,0.9997357061051889,1017
Nielsen & Voigt (2018),0.9928640648401021,1017
Alley et al. (2020),0.9902211258919918,1018
"BLAST (Alley et al., corrected)",0.9521628050392036,1018
"BLAST (Alley et al., original)",0.9050303937979033,1018
BLAST (new),0.9521628050392036,1018
GEAC (1st place),0.999559510175315,1018
GEAC (2nd place),0.9992952162805039,1018
GEAC (3rd place),0.9344551140868645,1018
GEAC (4th place),0.999559510175315,1018
GEAC Ensemble,0.9997357061051889,1018
Nielsen & Voigt (2018),0.9929521628050392,1018
Alley et al. (2020),0.9902211258919918,1019
"BLAST (Alley et al., corrected)",0.9521628050392036,1019
"BLAST (Alley et al., original)",0.9050303937979033,1019
BLAST (new),0.9521628050392036,1019
GEAC (1st place),0.999559510175315,1019
GEAC (2nd place),0.9992952162805039,1019
GEAC (3rd place),0.9344551140868645,1019
GEAC (4th place),0.999559510175315,1019
GEAC Ensemble,0.9997357061051889,1019
Nielsen & Voigt (2018),0.9930402607699762,1019
Alley et al. (2020),0.9903092238569289,1020
"BLAST (Alley et al., corrected)",0.9521628050392036,1020
"BLAST (Alley et al., original)",0.9050303937979033,1020
BLAST (new),0.9521628050392036,1020
GEAC (1st place),0.999559510175315,1020
GEAC (2nd place),0.9992952162805039,1020
GEAC (3rd place),0.9344551140868645,1020
GEAC (4th place),0.999559510175315,1020
GEAC Ensemble,0.9997357061051889,1020
Nielsen & Voigt (2018),0.9930402607699762,1020
Alley et al. (2020),0.9903092238569289,1021
"BLAST (Alley et al., corrected)",0.9521628050392036,1021
"BLAST (Alley et al., original)",0.9050303937979033,1021
BLAST (new),0.9521628050392036,1021
GEAC (1st place),0.999559510175315,1021
GEAC (2nd place),0.9992952162805039,1021
GEAC (3rd place),0.9344551140868645,1021
GEAC (4th place),0.999559510175315,1021
GEAC Ensemble,0.9997357061051889,1021
Nielsen & Voigt (2018),0.9931283587349132,1021
Alley et al. (2020),0.9903973218218659,1022
"BLAST (Alley et al., corrected)",0.9521628050392036,1022
"BLAST (Alley et al., original)",0.9050303937979033,1022
BLAST (new),0.9521628050392036,1022
GEAC (1st place),0.999559510175315,1022
GEAC (2nd place),0.9992952162805039,1022
GEAC (3rd place),0.9344551140868645,1022
GEAC (4th place),0.999559510175315,1022
GEAC Ensemble,0.9997357061051889,1022
Nielsen & Voigt (2018),0.9932164566998503,1022
Alley et al. (2020),0.990661615716677,1023
"BLAST (Alley et al., corrected)",0.9521628050392036,1023
"BLAST (Alley et al., original)",0.9050303937979033,1023
BLAST (new),0.9521628050392036,1023
GEAC (1st place),0.999559510175315,1023
GEAC (2nd place),0.9992952162805039,1023
GEAC (3rd place),0.9344551140868645,1023
GEAC (4th place),0.999559510175315,1023
GEAC Ensemble,0.9997357061051889,1023
Nielsen & Voigt (2018),0.9933045546647873,1023
Alley et al. (2020),0.990661615716677,1024
"BLAST (Alley et al., corrected)",0.9521628050392036,1024
"BLAST (Alley et al., original)",0.9050303937979033,1024
BLAST (new),0.9521628050392036,1024
GEAC (1st place),0.999559510175315,1024
GEAC (2nd place),0.9993833142454409,1024
GEAC (3rd place),0.9344551140868645,1024
GEAC (4th place),0.999559510175315,1024
GEAC Ensemble,0.9997357061051889,1024
Nielsen & Voigt (2018),0.9933926526297242,1024
Alley et al. (2020),0.9907497136816139,1025
"BLAST (Alley et al., corrected)",0.9521628050392036,1025
"BLAST (Alley et al., original)",0.9050303937979033,1025
BLAST (new),0.9521628050392036,1025
GEAC (1st place),0.999559510175315,1025
GEAC (2nd place),0.9993833142454409,1025
GEAC (3rd place),0.9344551140868645,1025
GEAC (4th place),0.999559510175315,1025
GEAC Ensemble,0.9997357061051889,1025
Nielsen & Voigt (2018),0.9933926526297242,1025
Alley et al. (2020),0.9908378116465509,1026
"BLAST (Alley et al., corrected)",0.9521628050392036,1026
"BLAST (Alley et al., original)",0.9050303937979033,1026
BLAST (new),0.9521628050392036,1026
GEAC (1st place),0.999559510175315,1026
GEAC (2nd place),0.9993833142454409,1026
GEAC (3rd place),0.9344551140868645,1026
GEAC (4th place),0.999559510175315,1026
GEAC Ensemble,0.9997357061051889,1026
Nielsen & Voigt (2018),0.9933926526297242,1026
Alley et al. (2020),0.991014007576425,1027
"BLAST (Alley et al., corrected)",0.9521628050392036,1027
"BLAST (Alley et al., original)",0.9050303937979033,1027
BLAST (new),0.9521628050392036,1027
GEAC (1st place),0.999559510175315,1027
GEAC (2nd place),0.9994714122103779,1027
GEAC (3rd place),0.9344551140868645,1027
GEAC (4th place),0.999559510175315,1027
GEAC Ensemble,0.9997357061051889,1027
Nielsen & Voigt (2018),0.9933926526297242,1027
Alley et al. (2020),0.991014007576425,1028
"BLAST (Alley et al., corrected)",0.9521628050392036,1028
"BLAST (Alley et al., original)",0.9050303937979033,1028
BLAST (new),0.9521628050392036,1028
GEAC (1st place),0.999559510175315,1028
GEAC (2nd place),0.9994714122103779,1028
GEAC (3rd place),0.9344551140868645,1028
GEAC (4th place),0.999559510175315,1028
GEAC Ensemble,0.9997357061051889,1028
Nielsen & Voigt (2018),0.9936569465245353,1028
Alley et al. (2020),0.991102105541362,1029
"BLAST (Alley et al., corrected)",0.9521628050392036,1029
"BLAST (Alley et al., original)",0.9050303937979033,1029
BLAST (new),0.9521628050392036,1029
GEAC (1st place),0.999559510175315,1029
GEAC (2nd place),0.9994714122103779,1029
GEAC (3rd place),0.9344551140868645,1029
GEAC (4th place),0.999559510175315,1029
GEAC Ensemble,0.9997357061051889,1029
Nielsen & Voigt (2018),0.9937450444894723,1029
Alley et al. (2020),0.991102105541362,1030
"BLAST (Alley et al., corrected)",0.9521628050392036,1030
"BLAST (Alley et al., original)",0.9050303937979033,1030
BLAST (new),0.9521628050392036,1030
GEAC (1st place),0.999559510175315,1030
GEAC (2nd place),0.9994714122103779,1030
GEAC (3rd place),0.9344551140868645,1030
GEAC (4th place),0.999559510175315,1030
GEAC Ensemble,0.9997357061051889,1030
Nielsen & Voigt (2018),0.9937450444894723,1030
Alley et al. (2020),0.991102105541362,1031
"BLAST (Alley et al., corrected)",0.9521628050392036,1031
"BLAST (Alley et al., original)",0.9050303937979033,1031
BLAST (new),0.9521628050392036,1031
GEAC (1st place),0.999559510175315,1031
GEAC (2nd place),0.9994714122103779,1031
GEAC (3rd place),0.9344551140868645,1031
GEAC (4th place),0.999559510175315,1031
GEAC Ensemble,0.9997357061051889,1031
Nielsen & Voigt (2018),0.9938331424544093,1031
Alley et al. (2020),0.991102105541362,1032
"BLAST (Alley et al., corrected)",0.9521628050392036,1032
"BLAST (Alley et al., original)",0.9050303937979033,1032
BLAST (new),0.9521628050392036,1032
GEAC (1st place),0.999559510175315,1032
GEAC (2nd place),0.9994714122103779,1032
GEAC (3rd place),0.9344551140868645,1032
GEAC (4th place),0.999559510175315,1032
GEAC Ensemble,0.9997357061051889,1032
Nielsen & Voigt (2018),0.9939212404193463,1032
Alley et al. (2020),0.991102105541362,1033
"BLAST (Alley et al., corrected)",0.9521628050392036,1033
"BLAST (Alley et al., original)",0.9050303937979033,1033
BLAST (new),0.9521628050392036,1033
GEAC (1st place),0.999559510175315,1033
GEAC (2nd place),0.9994714122103779,1033
GEAC (3rd place),0.9344551140868645,1033
GEAC (4th place),0.999559510175315,1033
GEAC Ensemble,0.9997357061051889,1033
Nielsen & Voigt (2018),0.9940093383842833,1033
Alley et al. (2020),0.991190203506299,1034
"BLAST (Alley et al., corrected)",0.9521628050392036,1034
"BLAST (Alley et al., original)",0.9050303937979033,1034
BLAST (new),0.9521628050392036,1034
GEAC (1st place),0.999559510175315,1034
GEAC (2nd place),0.9994714122103779,1034
GEAC (3rd place),0.9344551140868645,1034
GEAC (4th place),0.999559510175315,1034
GEAC Ensemble,0.9997357061051889,1034
Nielsen & Voigt (2018),0.9940093383842833,1034
Alley et al. (2020),0.991190203506299,1035
"BLAST (Alley et al., corrected)",0.9521628050392036,1035
"BLAST (Alley et al., original)",0.9050303937979033,1035
BLAST (new),0.9521628050392036,1035
GEAC (1st place),0.999647608140252,1035
GEAC (2nd place),0.9994714122103779,1035
GEAC (3rd place),0.9344551140868645,1035
GEAC (4th place),0.999559510175315,1035
GEAC Ensemble,0.9997357061051889,1035
Nielsen & Voigt (2018),0.9940093383842833,1035
Alley et al. (2020),0.991190203506299,1036
"BLAST (Alley et al., corrected)",0.9521628050392036,1036
"BLAST (Alley et al., original)",0.9050303937979033,1036
BLAST (new),0.9521628050392036,1036
GEAC (1st place),0.999647608140252,1036
GEAC (2nd place),0.9994714122103779,1036
GEAC (3rd place),0.9344551140868645,1036
GEAC (4th place),0.999559510175315,1036
GEAC Ensemble,0.9997357061051889,1036
Nielsen & Voigt (2018),0.9940093383842833,1036
Alley et al. (2020),0.991190203506299,1037
"BLAST (Alley et al., corrected)",0.9521628050392036,1037
"BLAST (Alley et al., original)",0.9050303937979033,1037
BLAST (new),0.9521628050392036,1037
GEAC (1st place),0.999647608140252,1037
GEAC (2nd place),0.9994714122103779,1037
GEAC (3rd place),0.9344551140868645,1037
GEAC (4th place),0.999559510175315,1037
GEAC Ensemble,0.9997357061051889,1037
Nielsen & Voigt (2018),0.9940093383842833,1037
Alley et al. (2020),0.991366399436173,1038
"BLAST (Alley et al., corrected)",0.9521628050392036,1038
"BLAST (Alley et al., original)",0.9050303937979033,1038
BLAST (new),0.9521628050392036,1038
GEAC (1st place),0.999647608140252,1038
GEAC (2nd place),0.9994714122103779,1038
GEAC (3rd place),0.9344551140868645,1038
GEAC (4th place),0.999559510175315,1038
GEAC Ensemble,0.9997357061051889,1038
Nielsen & Voigt (2018),0.9940974363492203,1038
Alley et al. (2020),0.991366399436173,1039
"BLAST (Alley et al., corrected)",0.9521628050392036,1039
"BLAST (Alley et al., original)",0.9050303937979033,1039
BLAST (new),0.9521628050392036,1039
GEAC (1st place),0.999647608140252,1039
GEAC (2nd place),0.9994714122103779,1039
GEAC (3rd place),0.9344551140868645,1039
GEAC (4th place),0.999559510175315,1039
GEAC Ensemble,0.9997357061051889,1039
Nielsen & Voigt (2018),0.9941855343141573,1039
Alley et al. (2020),0.9916306933309841,1040
"BLAST (Alley et al., corrected)",0.9521628050392036,1040
"BLAST (Alley et al., original)",0.9050303937979033,1040
BLAST (new),0.9521628050392036,1040
GEAC (1st place),0.999647608140252,1040
GEAC (2nd place),0.9994714122103779,1040
GEAC (3rd place),0.9344551140868645,1040
GEAC (4th place),0.999559510175315,1040
GEAC Ensemble,0.9997357061051889,1040
Nielsen & Voigt (2018),0.9942736322790944,1040
Alley et al. (2020),0.9916306933309841,1041
"BLAST (Alley et al., corrected)",0.9521628050392036,1041
"BLAST (Alley et al., original)",0.9050303937979033,1041
BLAST (new),0.9521628050392036,1041
GEAC (1st place),0.999647608140252,1041
GEAC (2nd place),0.9994714122103779,1041
GEAC (3rd place),0.9344551140868645,1041
GEAC (4th place),0.999559510175315,1041
GEAC Ensemble,0.9997357061051889,1041
Nielsen & Voigt (2018),0.9942736322790944,1041
Alley et al. (2020),0.9916306933309841,1042
"BLAST (Alley et al., corrected)",0.9521628050392036,1042
"BLAST (Alley et al., original)",0.9050303937979033,1042
BLAST (new),0.9521628050392036,1042
GEAC (1st place),0.999647608140252,1042
GEAC (2nd place),0.9994714122103779,1042
GEAC (3rd place),0.9344551140868645,1042
GEAC (4th place),0.999559510175315,1042
GEAC Ensemble,0.9997357061051889,1042
Nielsen & Voigt (2018),0.9942736322790944,1042
Alley et al. (2020),0.9916306933309841,1043
"BLAST (Alley et al., corrected)",0.9521628050392036,1043
"BLAST (Alley et al., original)",0.9050303937979033,1043
BLAST (new),0.9521628050392036,1043
GEAC (1st place),0.999647608140252,1043
GEAC (2nd place),0.9994714122103779,1043
GEAC (3rd place),0.9344551140868645,1043
GEAC (4th place),0.999559510175315,1043
GEAC Ensemble,0.9997357061051889,1043
Nielsen & Voigt (2018),0.9942736322790944,1043
Alley et al. (2020),0.9917187912959211,1044
"BLAST (Alley et al., corrected)",0.9521628050392036,1044
"BLAST (Alley et al., original)",0.9050303937979033,1044
BLAST (new),0.9521628050392036,1044
GEAC (1st place),0.999647608140252,1044
GEAC (2nd place),0.9994714122103779,1044
GEAC (3rd place),0.9344551140868645,1044
GEAC (4th place),0.999559510175315,1044
GEAC Ensemble,0.9997357061051889,1044
Nielsen & Voigt (2018),0.9942736322790944,1044
Alley et al. (2020),0.9917187912959211,1045
"BLAST (Alley et al., corrected)",0.9521628050392036,1045
"BLAST (Alley et al., original)",0.9050303937979033,1045
BLAST (new),0.9521628050392036,1045
GEAC (1st place),0.999647608140252,1045
GEAC (2nd place),0.9994714122103779,1045
GEAC (3rd place),0.9344551140868645,1045
GEAC (4th place),0.999559510175315,1045
GEAC Ensemble,0.9997357061051889,1045
Nielsen & Voigt (2018),0.9942736322790944,1045
Alley et al. (2020),0.991806889260858,1046
"BLAST (Alley et al., corrected)",0.9521628050392036,1046
"BLAST (Alley et al., original)",0.9050303937979033,1046
